exitPagePath,exitRate,exits
/laptop-competition-tcs/?fbclid=IwAR3wC4caEnUCZBad2nhDUuwtATFa0XoclhroAQ4nFLe5yqrVRR_i7mf7u_g,100,1
/courses/data-analysis/?fbclid=IwAR1FY3SqJi436NrHVkwC0153liu5Fw7No2EnE9ibQJAzfJa0gXH7iLcRonM,100,1
/ourbrand/,31.422924901185773,18
/?fbclid=IwAR1MPumBNUTJdluMS5pZEneNzNF28VVVzBZz3eisbdJ4N6f5MeTDJhSZ0bw,100,1
/courses/data-analysis/?fbclid=IwAR04cYLBIVhObBKzEo4CMbuWXu-7Q_d28RDBtMKbc8kP2kpBGDjpy-EgO2s,100,1
/digital-careers/?fbclid=IwAR029VQO-9WfxUYsxEbeH9GBX6fxy1ZSbQEuVZJBgKfuIj-16iIkCGvu_vQ,100,1
/the-codeclan-experience/the-alumni/,25,158
/laptop-competition-tcs/?fbclid=IwAR3wC4caEnUCZBad2nhDUuwtATFa0XoclhroAQ4nFLe5yqrVRR_i7mf7u_g,100,1
/?p=23937&preview=true,10.526315789473683,1
/about-us/vision-and-mission/?fbclid=IwAR1DL_H4BTlQBlleJxSGwe28TTp1T68IL_m2NIPHhVMDXzZnmkKt-QP7R0o,100,1
/store/pull-over-hoodie/,50,5
/blog/tag/codebar-glasgow/,100,1
/pre-course-work/,81.63265306122449,4712
/?fbclid=IwAR2Ny8iRjazimttuJEeTyekTiJFjFgkcA9xb1FS51i9ovWAb7ZOP8WxG2_A,100,1
/store/water-bottle/,100,2
/blog/welcome-codeclan-g14/,32.075471698113205,18
/data-analysis-announcement/?fbclid=IwAR1DOO_Sk6GNcBcGbJPesuuEweOgFB4Gnn9dpMFD_drU5jZ9UNcBO_H0XHI,100,1
/data-analysis-announcement/data-course-application-process/?elementor-preview=16717&ver=1569760682,50,1
/blog/page/23/,66.66666666666666,2
/courses/python-for-developers/?mc_cid=b3c8d65720&mc_eid=c069efac6c,100,2
/courses/16-week-course/course-cost/?mc_cid=e8f21b5df2&mc_eid=c21e132d4e,100,1
/blog/2018/01/24/,100,1
/blog/graduate-milestone-diversity/,58.06451612903226,9
/courses/professional-software-development/?fbclid=IwAR3famC3bxuzgxDZUr1gTQXgb0I-zt3pAMPPLG7Vc54ReJ7lasi2rcOxmGI,100,1
/data-analysis-announcement/?li_fat_id=c01e6fe9-21de-41c8-83a4-34d3685b3d44,33.33333333333333,1
/data-analysis-announcement/?li_fat_id=57ca864d-e796-488c-af3a-430472ae5310,100,1
/courses/agile-for-effective-teams/?mc_cid=acc2976657&mc_eid=4faaa4aaff,100,1
/courses/professional-software-development/?fbclid=IwAR30WslgCTFVi0yZtLTu28B_HYxFVKzKYlcfGceTDcNau4OwYY9O760oexk,100,1
/15668-2/,100,1
/for-employers/hire-with-codeclan/?fbclid=IwAR1nBDkGRmh_hmjyiUX8nyDbF-zHvtCsCkjGq_7eB7T3tSS8noMHVSKnhyc,100,1
/blog/2016/02/09/,100,1
/data-analysis-announcement/?li_fat_id=10f8fdff-3c9e-4bcd-bb96-0713a8aaf71f,100,1
/blog/page/16/,66.66666666666666,2
/courses/agile-for-effective-teams/?mc_cid=5d0201ce3f&mc_eid=e794442a24,100,1
/courses/thank-you-for-joining-python-developers/,100,1
/blog/codeclan-data-analysis-course-diary-001/?fbclid=IwAR2dmdmXv1s_2Gya2BMENzgcBK5BiQ3_fs_7ancLXfsIMwLOiTZpjk1SWTw,100,1
/data-analysis-announcement/?li_fat_id=92c60e27-64c4-4d30-82cb-e140278c7e85,100,1
/events/info-taster-session-events/?fbclid=IwAR2gNsuSpTbQZZ2lWd1goMBymhIdJ0JITjMtx0JSR-BNQGh34wXB_aT2kzU,100,1
/laptop-competition-tcs/?fbclid=IwAR3PBD9t_diYf2TnHRH1D4fCknw-5ZZT0R8SyicoyBsZBGuvDa6tr_Zg_AI,100,1
/codeclan-store/ultra-thick-navy-blue-hoodie/,100,1
/blog/codebar-edinburgh-second-anniversary/?fbclid=IwAR16jRIFbxwZgZQBIAww3J4IyF7U2N-HpLugKC7kl2ROKLwRonU3ukmhtM4,100,1
/courses/r-programming/?fbclid=IwAR3wJPdsD-k6c1i1ktXl4XlC5WmkKTwzH9oLdeiz68DWizSbfUU3l85Glms,100,1
/digital-careers/?fbclid=IwAR0tQgfIIG7x72aH5pfzy0VbsfEH46YK3sooVJBg0Jzj5X_PolmbfbOe9VA,100,1
/data-analysis-announcement/?fbclid=IwAR25HrcTnNTnQcze8RDZBFiF_7fUjc1bj-bk3PqarNlq38IJMGdDKb_n6Sw,100,1
/blog/user-experience-product-design/,100,1
/data-analysis-announcement/?fbclid=IwAR0PQIQkzy4K-HYSZOg-Zb8M21UJ_NZ13f_I0rQe2s89YWEJfKgcKg0mi3o,100,2
/data-analysis-announcement/data-course-application-process/?fbclid=IwAR009rupSVYxSETt8L9q6KBST43tGjmx4thTjjuLYZ_P0a2CXDlu2AM2fjA,100,1
/courses/full-stack-web-development/?fbclid=IwAR3CE0mK1JoC6jenH6lb0I3rXa7JfqbM5IhECwrBlXXAU_An-tnaf_dOUIM,100,1
/courses/professional-software-development/cost-and-funding/?fbclid=IwAR2VLYLawh5FpWIMUDHT-q5WoB7YKhW1lFCouuOawnM5X0JIs96cmnscFJs,100,1
/short-courses/,20,1
/data-analysis-announcement/?li_fat_id=51a278d4-e4fb-4545-b4b3-25d8a95c5b96,100,1
/?fbclid=IwAR1HPH0mvf3oLAi4boVVaZwQudAYdsGw8TU8JCtZoDjUdoE3MhHyILIoYrA,50,1
/blog/tag/scottish-widows/,100,2
/data-analysis-announcement/?fbclid=IwAR2b5Yv4I_xR1XGwDU1hidG1dY4ndsG1yRVLM5UnRoD2Pc62_RcMNYJCYY0,100,1
/data-analysis-announcement/?mc_cid=5d0201ce3f&mc_eid=db716c5eac,66.66666666666666,2
/data-analysis-announcement/?fbclid=IwAR3uvSlcYoohZrWRJ-cK5kK5xqi6YzsVLq9aLNpHYOlb4itIzd1lW48Qw2k,100,1
/blog/why-learn-coding/,32.8125,44
/blog/author/codeclan/page/3/,100,1
/pre-course-work/?fbclid=IwAR30HJpVj9OtwpLcWcO2cYeQ0z-ngT805VSZMvaztupyRAEeMSO6PKHrh_w,16.666666666666664,1
/courses/full-stack-web-development/cost-and-funding/?fbclid=IwAR2lW3hL2UG17YABXV3KEoEcoW0CCDTf14kSetDpCvQvrY5eeYeoMv40WNg,100,1
/blog/tag/events/,100,1
/glasgow/,40.32258064516129,1122
/courses/agile-for-effective-teams/?mc_cid=bdf4fbbe4b&mc_eid=7d12e36601,100,2
/codeclan-store/order-complete/,33.33333333333333,1
/courses/?mc_cid=bdf4fbbe4b&mc_eid=d0f09c70d2,100,2
/?mc_cid=5a013499a7&mc_eid=11f87c8f92,33.33333333333333,1
/courses/ux-advanced/?fbclid=IwAR2oNjqCi88cPPe4Fx3GYHYuhsuA4r1FK3xxq5JUGBgt0nTJ-a5PcsUXF30,100,1
/?fbclid=IwAR0I8D4_cTKZ89ILnGhShNrlxDvfa50pENq-eiIaFDQaamKQt0iDKeVaouU,100,1
/blog/codeclan-data-analysis-course-diary-001/?fbclid=IwAR0857j16tnUybICfRdVd28xo8nWp3AsKAiAX_zijzOAuBQNZMUOAlNlCYQ,100,1
/blog/codeclan-celebrates-turning-four-after-graduation-milestone/?fbclid=IwAR0t3TV93RRQ5HoHmMZHyIipXTfYrBJ15_Q5FzE_ccJa4JW4W2Y-QIgMrlA,100,1
/data-protection/,46.15384615384615,34
/blog/codeclan-finalist-in-scottish-financial-technology-awards/,28.57142857142857,8
/blog/2017/01/19/,100,1
/data-analysis-announcement/?fbclid=IwAR2CAXTAA7eJEVFNwE6gFxztfzj0CtsiDtrTUgIXN2UGMqdEo38HwfAbnjg,100,1
/courses/statistical-modelling/?fbclid=IwAR21IK_SP6HIXuz5cHOR6KBvCdfmMot-MC0rKaFg2syS2kC_38TAo9MRYhY,100,1
/data-analysis-announcement/apply-for-data-analysis/?fbclid=IwAR1DhyzpvRs5e5W42jtgOUgN3kzmNXvGV5a4lKbCRj95W6HMaJnaxOEsEW8,100,1
/black-friday-lottery/,63.07692307692307,503
/?mc_cid=5a013499a7&mc_eid=11f87c8f92,33.33333333333333,1
/events/info-taster-session-events/?fbclid=IwAR2J_ULug17HA-dr0lUiAcM2d-xqjq1lNdXKCQsHRE4XsVtw35CNwom_DzQ,100,1
/?mc_cid=5a013499a7&mc_eid=11f87c8f92,33.33333333333333,1
/blog/tag/team/,100,1
/blog/ewa-jamie-martas-app-play-store/,33.33333333333333,12
/cclogin,50,1
/black-friday-lottery/?fbclid=IwAR0eSvGudNRvAEYK8MsCF0bE-cbkOqZHUGCF-SFNmD2SjpLinzq_nuNifFM,100,1
/courses/agile-for-effective-teams/?mc_cid=88ea03c9e2&mc_eid=1e0e12d21a,100,1
/courses/data-analysis/apply/,31.08108108108108,27
/data-analysis-announcement/?fbclid=IwAR3yt4LuAbDWUAHZfcMnlJGp2lwkqctLQZgpJQIcFAywxa0kUif5MXm1aCo,100,1
/courses/data-analysis/?fbclid=IwAR2uW6QQv5W4btkoie5K3kqP3SLQ3gKclTbrawHdwxgpYR7ANR6CGyKjZQo,100,1
/blog/no-tech-background-no-problem-8-career-changers-from-different-backgrounds/,15.384615384615385,12
/short-courses,100,1
/?elementor-preview=15&ver=1574866014,33.33333333333333,1
/blog/tag/diary/,100,1
/events/glasgow/,31.818181818181817,460
/data-analysis-announcement/?li_fat_id=99acd7a3-337f-4b3c-b7e1-9014f7fa7c6a,100,1
/blog/our-guide-to-funding-our-full-time-courses/?fbclid=IwAR20oE_BRhRn0yVCaHipdw3nSFt7Jl6I3p7H-AxyOb20yVsKU-l_i_WUhQg,100,1
/data-analysis-announcement/?fbclid=IwAR1JVs4EzepGgTLjKtun_MwxUwMlOPs6D6SWRvWfSRK2IPpU4ON4_2PbQZY,100,1
/digital-careers/?fbclid=IwAR1mOKL65mDbu7-e4Id6uVWBgYNkRjzNOjqhhnjbGoaEWYK90mKhIlVYHJM,100,1
/short-courses/,20,1
/courses/full-stack-web-development/?fbclid=IwAR3JVJFfeHvxVpScVE2_8-x6BOLTDJGRjqDy8ooJUXqXErc6ULyiWu6mBSg,100,1
/data-analysis-announcement/?li_fat_id=e065ed78-d53f-4090-82d9-ae28407aa462,100,1
/data-analysis-announcement/?li_fat_id=aea4e13d-9c8f-472f-928d-8f7dada208d4,100,1
/black-friday-lottery/?fbclid=IwAR0eSvGudNRvAEYK8MsCF0bE-cbkOqZHUGCF-SFNmD2SjpLinzq_nuNifFM,100,1
/blog/codeclan-celebrates-turning-four-after-graduation-milestone/?mc_cid=07d0302f17&mc_eid=5eaf4e654c,33.33333333333333,1
/data-analysis-announcement/?fbclid=IwAR1a8HXr55O5WniwL1HaIFh2BUI2abqEnPf8bpJKMX2td8KJ2Sn6q_G7tAk,100,1
/blog/meet-the-team-aileen-mcdonald/?mc_cid=e5ee2de8cf&mc_eid=c5b1f427b2,100,1
/data-analysis-announcement/?fbclid=IwAR3Rn2M1O0QpTffRyusKUllgaNwt-Wa_OKOW1i1xqPXG9SsfNhbHPXP26fw,25,1
/courses/full-stack-web-development/?fbclid=IwAR1sGeUh1qwYKA9oR_3GzFUR61-HRuNK0hpsdwhJUPpOk4kfhf_rQ2Fi5es,100,1
/blog/category/whats-new/page/3/,100,1
/data-analysis-announcement/?fbclid=IwAR0hoe4eWGTl7MSNdV7pCjJCFmWOZuOqsNCDg1UqUh7oxBHdKZt-Gk_HH1Q,100,1
/blog/tag/awards/,100,1
/courses/short-courses/?mc_cid=5d0201ce3f&mc_eid=dee74d3930,100,1
/data-analysis-announcement/?fbclid=IwAR1HC5N8WCi4QUKaR2a-YcN1fdHtMmryRPUqN8OKlzwOlgwNQeyaAMjXyKQ,100,1
/events/info-taster-session-events/?fbclid=IwAR3lmQVbOMJxo1fRvi7qT2BFh-OXo5-vFBifXq3OfuQEsiN66oZkL1zDyLo,7.142857142857142,1
/?fbclid=IwAR0IAUgEklSNxyTfZL8nMXL9DghMBdcbMncM1lp9hAQZG9xcKG2KBgM0LjY,100,1
/?fbclid=IwAR3k-y8YXwJJV-PQ7FTBc3LjYkz1EDOViqLTe6DVw5l2Z-IW3X2pNPHGT2s,100,1
/?fbclid=IwAR379GX0sTctZkhbjlWD_LEp_szisZgf4EM9MJQS_UBHWRasVFFFf0x2nNg,100,1
/community/,10,2
/blog/author/codeclan/page/7/,100,1
/courses/agile-for-effective-teams/?mc_cid=bdf4fbbe4b&mc_eid=5f2e658b55,100,1
/data-analysis-announcement/?fbclid=IwAR1XdewYTiyVIn4K-iW7xHDfxF5hCIokiuNFSNVE7qF206V10je1CwErfpM,100,1
/courses/agile-for-effective-teams/?mc_cid=acc2976657&mc_eid=19c5afbc90,100,1
/data-analysis-announcement/?fbclid=IwAR2uCxn43J3l8nKspd_qzJAz6-K3UveNfzzPc0jajNasqQTdDV4EZpkNiQk,100,1
/courses/short-courses/?mc_cid=5d0201ce3f&mc_eid=c200c86743,33.33333333333333,1
