exit_page_path,exits,visits
/blog/towards-a-diverse-tech-industry-meet-vicky-junior-software-developer/,2,3
/courses/professional-software-development/,1,29
/data-analysis-announcement/?fbclid=IwAR1hzmGaoCCniG8GcHWPaCg0MibcjxWlIjpyHMvHHahRMXuM0mDgWIQduy0,1,1
/blog/win-20-off-a-full-time-codeclan-course-with-our-black-friday-lottery-competition/?mc_cid=07d0302f17&mc_eid=e63038ca65,1,1
/blog/tag/tech-nation-2019/,1,1
/blog/new-partner-programme-coming/,2,2
/data-analysis-announcement/?fbclid=IwAR0nk9j4kv227zvw5258F3U8jA4InMpVBBj2wiAHBmHGuOV7u1JdOn4Fap0,1,1
/codeclan-store/order-complete/,1,3
/blog/tag/melinda-matthews-clarkson/,3,1
/for-employers/community-outreach/,10,4
/events/info-taster-session-events/?fbclid=IwAR055CsdBP_MhioZtXhlFCy_5-JjgQsP8SfetPdhZeuU6nJWIKNS6osyzAY,1,1
/data-analysis-announcement/?fbclid=IwAR1XdewYTiyVIn4K-iW7xHDfxF5hCIokiuNFSNVE7qF206V10je1CwErfpM,1,1
/courses/professional-software-development/cost-and-funding/,335,5
/campuses/,4,1
/blog/tag/jobs/,1,1
/blog/2018-our-year-in-review/,1,6
/courses/?fbclid=IwAR3zCO8qO9T2aO99obAdV5ttQRVdHvNKdWLDzqwdrSZOxraaMVXUgbzOzCs,1,1
/courses/professional-software-development/student-case-studies/,3,5
/blog/supporting-team-scotlands-skills-on-and-off-the-pitch/,1,1
/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/?fbclid=IwAR18Z6YCnSrFwaSlLaWDam0tDrQmGS1LMo7R5WZqfgbM6ZGEykzHviftAvk,1,1
/courses/professional-software-development/thank-you-syllabus-download/,50,1
/blog/best-podcasts-coders-programmers/?fbclid=IwAR1Y0YVCmaCPDPaoVVsc_esTya3TuIMAgvVe17-BPDwASKu3NzcaImaNuUw,1,1
/events/edinburgh/,105,2
/about-us/become-an-instructor/,1,16
/events/info-taster-session-events/?fbclid=IwAR0_rCHfdUcFygafzxQ-llPpmZl_Falnu1taoMy6gwjsDF1A5Uah7Rr6b4c,1,1
/blog/2018/03/08/,1,1
/courses/thank-you-for-your-application/,2,9
/digital-careers/,5,8
/blog/page/13/,1,1
/courses/full-stack-web-development/?fbclid=IwAR2oPJhCM6TsZ-u9F4r9Up0j8fx1E4Od17Xn9C0BOTaab0UV30FyKM-MXnE,1,1
/courses/edinburgh/,101,3
/blog/author/codeclan/page/11/,1,1
/courses/understanding-software-development/,57,3
/data-analysis-announcement/?fbclid=IwAR2AG4E7fajP6cb9z2Jb5Cayds19RaZl-FpedTHMQzbqps7sz8QhYkZBHpU,1,2
/data-analysis-announcement/data-course-application-process/,22,6
/data-analysis-announcement/?fbclid=IwAR3mjVWbpntzr6skZ49Ln5vukkKW7SnSCQgq60j64emyeRf-HBgog2Nekpw,1,1
/?s=Title+code,1,2
/data-analysis-announcement/?fbclid=IwAR0bMaClxjQtbpcQI2kaAncib30rpYNyXD6_WrIDG3owgKqF-Oj9NH54e-0,1,1
/blog/new-funding-opens-up-careers-in-coding/,1,7
/data-analysis-announcement/,1,34
/laptop-competition-tcs/?mc_cid=3916f48422&mc_eid=e4021d0025,1,1
/data-analysis-announcement/apply-for-data-analysis/,3,15
/data-analysis-announcement/?fbclid=IwAR3pfWIMOORa5QASJLpzP95JPw_PHUUc5QF-cdE1Z_tFcXlUhOQEjBEm6xc,1,1
/courses/professional-software-development/application-and-dates/,2,13
/events/glasgow/,8,6
/blog/took-back-control-coding/,1,9
/data-analysis-announcement/?li_fat_id=29a74273-e835-4323-9963-f0f3aa65b8fa,1,1
/data-analysis-announcement/?li_fat_id=7d6bdab2-ac99-4072-912a-5d9d887b6dd1,1,1
/blog/three-social-impact-initiatives-we-support-and-why-you-should-too/,2,2
/data-analysis-announcement/?fbclid=IwAR1JVs4EzepGgTLjKtun_MwxUwMlOPs6D6SWRvWfSRK2IPpU4ON4_2PbQZY,1,1
/courses/full-stack-web-development/?fbclid=IwAR1R628niMx1m9GlJw6X6xgtv-TAjci8Y3Q70PlcNviQEaqrdWgGGzsIIds,1,1
/data-analysis-announcement/?fbclid=IwAR2EmvbiTFoPFEjagQyr2txIxnJhJDpWFJogOjto-Fjwt2AcwLDoCmpTDRc,1,1
/blog/codebar-edinburgh-second-anniversary/,1,14
/blog/codeclan-data-analysis-course-diary-001/,1,30
/courses/glasgow/,18,5
/blog/new-funding-opens-up-careers-in-coding/,2,4
/blog/meet-partners-freeagent/,2,1
/?fbclid=IwAR3ZT-mqKSn2TsC6teFwAxLQ6ItDd1_0rx9qxm36FbTux_GTA7XaBpFpnX0,1,1
/blog/author/lillian/page/2/,1,1
/blog/digital-development-loan/,4,3
/black-friday-lottery/terms-and-conditions/?mc_cid=5441c8a4f7&mc_eid=4329ef02e8,1,1
/?mc_cid=571d92cf43&mc_eid=660ff839c0,1,1
/blog/glasgow-coding-bootcamp-career/,34,1
/data-analysis-announcement/?fbclid=IwAR2HCm47lnnFzeCnXgucBb57r6Et5-udG9BsoHznr-njwxVOTn2zHEDcrkk,1,1
/blog/codeclan-glasgow-employer-partners/,6,1
/blog/meet-the-graduates-who-quit-their-jobs-to-learn-how-to-code/,9,3
/data-analysis-announcement/?fbclid=IwAR1FdGKdJHvvG0n57knG6pUKkEOBwxFVWObdRzn-oXYtJ4ffPhtI2w2uI-0,1,1
/digital-careers/ux-consultant/,6,2
/about-us/become-an-instructor/?fbclid=IwAR0c6fIxLqm_qx31KLZdkWEVEFYIxDdWTzmG4qBTVivQvZzTBqrxMVRvFFs,1,1
/blog/overcoming-your-interview-fears/,3,6
/blog/win-20-off-a-full-time-codeclan-course-with-our-black-friday-lottery-competition/?mc_cid=07d0302f17&mc_eid=a1a883dfbb,1,1
/courses/professional-software-development/career-support/,2,9
/blog/understanding-understanding/,3,1
/courses/thank-you-for-joining-our-understanding-programming-course/,2,5
/blog/what-is-javascript-and-why-learn-it/,2,10
/blog/category/whats-happening-at-codeclan/,1,27
/accessibility/,1,12
/blog/most-asked-questions/,36,3
/?s=design,1,2
/blog/our-guide-to-funding-our-full-time-courses/,1,8
/blog/codeclan-celebrates-turning-four-after-graduation-milestone/?mc_cid=88ea03c9e2&mc_eid=194d189241,1,1
/courses/python-for-developers/?mc_cid=b3c8d65720&mc_eid=0cb220958e,1,1
/courses/understanding-software-development/?preview_id=23967&preview_nonce=368f62809e&preview=true,1,11
/blog/inspirational-women-tech/,10,1
/events/,1,8
/courses/?fbclid=IwAR0BvDja57EDzonc4_s6PEzh_4Oy2_m0AGrOe1M4Hz0Y_y0k3i0cydc9UTE,1,2
/courses/edaid-apply/,1,25
/blog/2017/06/28/,1,1
/data-analysis-announcement/?fbclid=IwAR2x5oN99HsoZGBttdVuPaLqn-YwuxdkYA_T3cESOlQFj9oq0VZmpOCQ9C4,1,1
/events/info-taster-session-events/,4,15
/blog/meet-the-team-aileen-mcdonald/,3,2
/,25,13
/courses/ux-design-fundamentals/?mc_cid=bdf4fbbe4b&mc_eid=e477f77841,1,1
/data-analysis-announcement/?li_fat_id=d94f35f7-7c25-449d-92d8-6f8871ad5085,1,1
/blog/win-20-off-a-full-time-codeclan-course-with-our-black-friday-lottery-competition/,1,20
/blog/good-news-for-the-next-gen-of-digital-as-grants-awarded-by-digital-xtra-fund/,1,16
/data-analysis-announcement/?fbclid=IwAR2l3-aCMQqeUOSWMJ5vWXgO3gNZM7H-r1_sRKgjEna5CiiZNIADVcTgTrI,1,2
/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_2,4,3
/pre-course-work-data-analysis/?elementor-preview=20144&ver=1581177215,1,4
/data-analysis-announcement/?fbclid=IwAR2HCm47lnnFzeCnXgucBb57r6Et5-udG9BsoHznr-njwxVOTn2zHEDcrkk,1,1
/blog/carving-a-career-as-a-developer-my-coding-journey/,1,5
/courses/r-programming/,2,10
/digital-careers/?fbclid=IwAR2mudWenfsJqWnVQ5YIGi8EIas4m33xcYld54uPKJZ6ewnkiZwp9q0NOkE,1,1
/events/info-taster-session-events/?fbclid=IwAR0_rCHfdUcFygafzxQ-llPpmZl_Falnu1taoMy6gwjsDF1A5Uah7Rr6b4c,1,1
/data-analysis-announcement/?li_fat_id=6202eb29-71ff-4943-bf63-f661c2bdb3f1,1,1
/blog/tag/careers/,1,1
/data-analysis-announcement/?fbclid=IwAR3etTlBbg7RY24-6Q6kpcPIjrEWgAc_IdJLn7ulUFCFDWfjp5MtvGPTj6M,1,1
/events/other-events/,2,13
/courses/python-for-developers/?mc_cid=b3c8d65720&mc_eid=3da6eccb9d,1,1
/blog/meet-codeclans-first-highlands-partners/,1,7
/for-employers/employer-case-studies/,3,4
/courses/professional-software-development/apply/course_application_1,1,7
/courses/understanding-programming/,10,8
/data-analysis-announcement/?fbclid=IwAR3sgz4E2M7FPo4BooAVNufj-w5TYNvazLPlfLWzB_Ut4pBIfkQPuGIAP9w,1,1
/data-analysis-announcement/?fbclid=IwAR1B6lPy8K4vCYmzTSwZX8Ct2goSsfhGzmIB5AE8aKCrBg0TMRPR_n5-MCg,1,1
/courses/?mc_cid=bdf4fbbe4b&mc_eid=80eea3c069,1,1
/courses/python-for-developers/?mc_cid=b3c8d65720&mc_eid=8e38eca495,1,1
/blog/2017/01/16/,1,1
/data-analysis-announcement/?li_fat_id=43943526-89ce-4044-ae7d-079d33e79bc5,1,1
/?fbclid=IwAR3Es2PwIq-b0LjfsNLGvZXPTAfVOEuOHBNPwl-PsoGxGRjwd_D6h8pnxXg,1,1
/store__trashed/codeclan-tote-bag/,1,5
/courses/full-stack-web-development/?fbclid=IwAR3ZImG7rKEI-rgy0zvjTMjCqalrO7Bab17Je1JOLARlFBLT8XCEeRsgqkY,1,1
/blog/category/whats-new/page/2/,1,8
/the-codeclan-experience/the-alumni/,1,11
/blog/category/careers-in-tech/page/2/,1,5
/data-analysis-announcement/?li_fat_id=93bb895d-a17d-43a1-a1be-be43e3a55c14,1,7
/about-us/,12,9
/courses/data-carpentry/,1,11
/inverness/,1,14
/?elementor_library=course-form&elementor-preview=7926&ver=1570451334,1,1
/data-analysis-announcement/data-analysis-thank-you-for-registering-interest/,1,11
/about-us/become-an-instructor/part-time-teaching/,2,4
/courses/visualisation-r/,1,6
/courses/statistical-modelling/,1,5
/courses/python-for-developers/?mc_cid=acc2976657&mc_eid=a3dfe87f2c,1,1
/blog/codeclan-celebrates-turning-four-after-graduation-milestone/?mc_cid=88ea03c9e2&mc_eid=87dbd1d206,1,1
/data-analysis-announcement/?li_fat_id=774b1f9b-e8e8-443d-977b-e81d41377c6f,1,1
/courses/professional-software-development/curriculum/,90,3
/events/info-taster-session-events/?fbclid=IwAR3wzs_VAtCX4yy6JcJrDQQIHGWBzFPR0HrDx7tGBrTDuHpwPwMpRh_VaXM,1,1
/courses/full-stack-web-development/?fbclid=IwAR2365B_daycQRR31sBG5TOUqqfuAJdevuo6QWoclZXuVJAbhjAXzxpocQs,1,1
/courses/python-for-developers/,162,2
/courses/visualisation-r/?fbclid=IwAR1dPnL00By6bOA3uBEoN8-p0LpWUwGjL3EqBiFbeFSa-BeWz02bQ3Xfan8,1,1
/courses/professional-software-development/?fbclid=IwAR3FiSoiJoXj0YPMrKbKYmKBzIj3uOTn_3dJeaK2UE_mFdbpM3Zu0vwc3Tk,1,1
/blog/meet-rob-codeclan-graduate-and-now-graduate-mobile-developer-at-xdesign/,1,1
/courses/professional-software-development/student-case-studies/,7,2
/courses/bespoke-courses/,25,5
/courses/agile-for-effective-teams/?mc_cid=88ea03c9e2&mc_eid=1e0e12d21a,1,1
/terms-and-conditions/,1,14
/data-analysis-announcement/?li_fat_id=2182bfae-caf2-4eb5-99b2-227019c3c0ea,1,1
/blog/page/10/,1,1
/blog/tag/glasgow/,1,1
/blog/how-i-discovered-code/,128,1
/courses/agile-for-effective-teams/?mc_cid=bdf4fbbe4b&mc_eid=5f2e658b55,1,1
/courses/edaid-apply/,35,2
/blog/graham-glasgow-cohort-2/,6,1
/data-analysis-announcement/?li_fat_id=157dc6b7-4c43-477d-a5b6-c3fc5e303d98,1,1
/blog/win-20-off-a-full-time-codeclan-course-with-our-black-friday-lottery-competition/,1,9
/campuses/,1,17
/blog/2018/09/20/,1,1
/for-employers/community-outreach/,1,12
/admissions-track-data/,6,2
/blog/student-codeclan-expect-prepare/,1,7
/?fbclid=IwAR2i6jiBZxbD_t0BA_IJ9UanD3WQqXSE4Cy7XRTRIrbJ97r11lbpBUQzpaU,1,1
/for-employers/,20,6
/blog/2019/11/08/,1,1
/blog/win-20-off-a-full-time-codeclan-course-with-our-black-friday-lottery-competition/?mc_cid=07d0302f17&mc_eid=8b369d61cb,1,1
/blog/overcoming-your-interview-fears/,4,1
/courses/statistical-modelling/,2,14
/blog/category/data-analysis/,1,19
/digital-careers/ux-consultant/,1,13
/blog/meet-our-partners-inoapps/,1,2
/Edinburgh/,3,14
/blog/retrain-as-a-data-analyst/,7,1
/courses/full-stack-web-development/cost-and-funding/,18,8
/courses/?fbclid=IwAR3YRBMuYWM42BSAcqIj9bhRBbOH5ZK_XqY7Lkf4fbUQb6gHaVHNV8x1JQE,1,1
/blog/claires-coding-journey-from-hobby-to-career/,8,1
/digital-careers/,12,6
/courses/professional-software-development/?fbclid=IwAR1SYFoERxxrD2RwR7uTGxzx3ldACteGpjNh3NwsaaaUhAbSI3_2TZ_RFLY,1,1
/courses/understanding-software-development/?mc_cid=571d92cf43&mc_eid=599be7b4fb,1,1
/blog/2017/10/27/,1,1
/blog/shaping-the-digital-landscape/,1,4
/courses/professional-software-development/apply/course_application_1,2,3
/digital-careers/test-engineer/,1,14
/courses/ux-design-fundamentals/?mc_cid=acc2976657&mc_eid=0b06ec4d60,2,1
/courses/short-courses/?fbclid=IwAR0aMf6yJAlTvaczi4QEfbWlOeuICkp-jjoAy6YZwpmlEsp7NvSpMsro3Vs,1,1
/courses/data-carpentry/,38,1
/about-us/join-us/partner-account-manager-smes/?fbclid=IwAR0l33L2y62SPzyXqgGGpo9_uh16xLkBpbm_AE6FTIq4cGFlwQC9nklYGZk,1,1
/data-analysis-announcement/?li_fat_id=0e3f7657-8e15-4d1d-a6fe-2e807eff0d37,1,1
/blog/2019/06/09/,1,1
/blog/welcome-codeclan-g14/,1,20
/about-us/become-an-instructor/,5,7
/data-analysis-announcement/?fbclid=IwAR2K9---th9175W13fIP1HZLvPu-E-tSPGUBvb5PpSue7MYL1OI1rOJ0eRg,1,1
/blog/codeclan-celebrates-turning-four-after-graduation-milestone/?mc_cid=88ea03c9e2&mc_eid=7a6c8a95ee,1,2
/events/info-taster-session-events/?fbclid=IwAR297CICMXIzXiYh3Khdz_bW9Nku2rvA4XCTXrjixVajVsedZFXaTIZ3pI4,1,1
/data-analysis-announcement/?fbclid=IwAR2vLJ59Yy-5WRMdUL5wMCz-bh30UpjFhgQTdPrPIZrlV4w5MmYsKc5JA3g,1,1
/blog/how-i-discovered-code/,1,11
/courses/professional-software-development/apply/course_application_2,25,5
/data-analysis-announcement/?fbclid=IwAR2F3_fUnCXIVBShwbc9Kh7abJE7PRv5NegyQQzeULlAJuNjoEP9eaxG6oM,1,1
/blog/tag/alumni/,2,1
/courses/professional-software-development/curriculum/,13,9
/blog/creatives-make-good-coders/,3,7
/blog/scottish-government-hiring/,2,2
/Edinburgh/,3,17
/?s=brian,1,16
/courses/bespoke-courses/,25,4
/data-analysis-announcement/?fbclid=IwAR2p0jn8PtfGBD43D-j8eF1uyIs4MIwSTJF-Wk3GV1QkwsuZaNifbb4ol_8,1,1
/admissions-track/,125,3
/events/partner-events/,3,9
/digital-careers/product-owner/,3,14
/events/glasgow/,74,2
/for-employers/,149,2
/blog/2018/04/12/,1,1
/blog/category/whats-happening-at-codeclan/,1,7
/blog/career-change-into-digital/,4,1
/digital-careers/data-scientist/,2,6
/blog/tag/learn-to-code/,1,1
/courses/python-for-developers/?mc_cid=acc2976657&mc_eid=be8af57fca,1,1
/blog/page/4/,1,8
/about-us/become-a-data-instructor/,14,3
/courses/thank-you-data-analysis-application/,4,6
/courses/full-stack-web-development/?fbclid=IwAR39-Sk70NiDxFdxmN10ScWo8fvbt9c7pjXeouOh_DM6qPMYsXQNzNNAXOE,1,1
/data-analysis-announcement/?li_fat_id=d94f35f7-7c25-449d-92d8-6f8871ad5085,1,1
/for-employers/,1,16
/data-analysis-announcement/?li_fat_id=1612aef0-ea9a-4860-9cd4-51d6d8e972b7,1,1
/courses/professional-software-development/application-and-dates/,2,21
/black-friday-lottery/?fbclid=IwAR1yMOzerCy-pIm9WrEL2FA8WtEGCMi3KfoABpqJRZPLDHOXCTP8ctfIX5E,1,1
/for-employers/upskill-your-staff/,1,14
/laptop-competition-tcs/?fbclid=IwAR0aSXobVabxzHntjYf5U2t3fVO-qgtGaPOgjeV7ZAmFrUmrOm71XroUgeE,1,1
/store/logo-t-shirt/,1,12
/blog/codeclan-students-meet-employers-at-speed-networking-event/,3,3
/courses/edaid-apply/,2,18
/blog/new-career-in-tech-autumn/,1,12
/data-analysis-announcement/?fbclid=IwAR020zmGaSsF4RJdHj4pRXm_fznb5l6Bzhu78orrH5dsK0654aqh2k0KxR0,1,1
/the-codeclan-experience/the-alumni/?fbclid=IwAR2bWmzYTMMnpPbBkot8YZQn0G8YgeLQgPgX5hWIjJU1seLXPaHgLNcDxY8,1,1
/data-analysis-announcement/?fbclid=IwAR2wxFYOvMbv8cfzHcLlHWI1_EiixejCXfz43-uHO3Eb__R8SfaE9dzIuVU,1,1
/courses/professional-software-development/,31,16
/digital-careers/,6,8
/courses/python-for-developers/?mc_cid=acc2976657&mc_eid=118a208a99,1,1
/courses/thank-you-for-joining-our-bespoke-course/,1,11
/courses/python-for-developers/?mc_cid=b3c8d65720&mc_eid=8e38eca495,1,1
/about-us/our-team/our-board/,6,10
/courses/professional-software-development/career-support/?fbclid=IwAR3u26IXJZ86X5UbC2Df6I6i84mgtIsQh64uDIx5SviIm4arqtysh_cr9es,1,1
/blog/how-i-discovered-code/,5,8
/events/partner-events/,16,3
/blog/top-networking-events-scotland/,2,2
/data-analysis-announcement/?fbclid=IwAR1qPsohKfZNu3U8cjLbwsmjaq4-of5LEiozDdu5slNC_q4hzk4ALyTJzT0,1,1
/events/inverness-events/,3,13
/events/other-events/,31,4
/data-analysis-announcement/?fbclid=IwAR1BF5-II7eHwq1RjuVPR-eqaA987Q_QfFqI7rUscI3QPrwe4LNjdxplp3c,1,1
/courses/python-for-developers/?mc_cid=b3c8d65720&mc_eid=ec6618e058,1,1
/courses/data-analysis/?elementor-preview=25885&ver=1582840737,1,9
/,937,1
/blog/barriers-to-employment-get-digitall/,1,3
/blog/top-networking-events-scotland/,7,1
/blog/tag/scottish-women-in-technology/,1,1
/about-us/,6,10
/data-analysis-announcement/?fbclid=IwAR0OZY2cw5zvTHIrXC8YrXT6KC7IQZDz4yFoHj7ThIy5RZyrBvkFx-es3Qk,1,1
/courses/agile-for-effective-teams/?mc_cid=88ea03c9e2&mc_eid=1e0e12d21a,1,1
/courses/professional-software-development/student-case-studies/,1,21
/blog/tag/newsdirect/,1,1
/courses/ux-advanced/?mc_cid=571d92cf43&mc_eid=c9f02cba53,1,1
/courses/python-for-developers/?mc_cid=aab1876c7f&mc_eid=658def348c,1,1
/courses/ux-advanced/,10,6
/blog/how-i-discovered-code/,5,10
/digital-careers/ux-consultant/,1,23
/blog/melindas-memo-october-2019/,4,1
/?fbclid=IwAR1m4uAe-qDTw562z1rzLOcvuGPuZvntz0q_0-YCw12B08fR-N7EQailAIU,1,1
/data-analysis-announcement/?li_fat_id=8a284100-8b5d-4022-a807-771debe2fcea,1,1
/courses/professional-software-development/cost-and-funding/,4,19
/black-friday-lottery/?fbclid=IwAR3nuHXW9ScKaWla4rDLUUQwafdUX6SwNnZ_HOVqXtZqkIiouFUeAukAi0w,1,1
/data-analysis-announcement/?li_fat_id=601dc706-9b7c-408c-98d7-83ae4a6ef3b6,1,1
/courses/?fbclid=IwAR1FaWNVgBJxJoKTa4p9g7kQDvmnO7GIsW73bJ-mo7Er1al1HxeA85OWIr0,1,1
/courses/bespoke-courses/,1,18
/courses/understanding-software-development/?fbclid=IwAR0gmwKvkQtGycgpwXBWL-AvZ6zVVW36ZSW07oCOmw5jFD5Q53DOzS8enZ4,1,1
/courses/full-stack-web-development/?fbclid=IwAR1UHfOIsJ7rXX7PDGBuNW9cXFH8olks7nXuc4wBipQ_sLiEHgRKNrzdSX4,1,1
/events/info-taster-session-events/?fbclid=IwAR2O3vANosNEpVXq_aRlLouSONs2b7nkgF3PB0AlnoKe53U8WxqHdukoe4E,1,1
/blog/tag/women-of-silicon-roundabout/,1,1
/blog/tag/jo-watts/,1,3
/blog/codeclan-students-changed-career/,3,2
/courses/professional-software-development/cost-and-funding/,47,9
/events/inverness-events/,24,3
/blog/meet-the-team-aileen-mcdonald/?mc_cid=e5ee2de8cf&mc_eid=fe8b2fd336,1,1
/alumni-refer-a-friend/,2,9
/blog/an-app-to-put-charity-shops-on-the-map/,1,11
/blog/category/inspiring-stories/,1,32
/blog/change-story-not-just-career/,1,4
/courses/glasgow/,3,11
/data-analysis-announcement/?fbclid=IwAR1U6QrulN01f9fMiPG4B8G-ZJZX9qnkLGL8bTrPqRCS8XIIXlNZx1L4E_A,1,1
/?fbclid=IwAR2g1fL4Z-aFI6E-iZ0TzTx-Fz7UDk_lGymlIRCW9k1ha-v-MSBVlwnl1vs,1,1
/admissions-track/,1,13
/courses/professional-software-development/apply/,106,4
/blog/meet-codeclans-first-highlands-partners/?fbclid=IwAR2IPE-NULPXZavc9uWtzVsfdlW3br5KCHE7OMWzz5CVUyJGPromoBVVeaA,1,1
/blog/glasgow-coding-bootcamp-career/,1,10
/courses/professional-software-development/?mc_cid=5d0201ce3f&mc_eid=95ef9db957,1,1
/edinburgh/,2,12
/courses/browse-all-course-dates/,4,11
/blog/category/data-analysis/,4,3
/digital-careers/software-developer/?fbclid=IwAR1UyY8LaPbbkTTiJmhWByPLZOjOjnqL8e6akAUjeC37s91yE5DsbmjjUj8,1,1
/events/other-events/?fbclid=IwAR3Yg9SsQ2ja23_Dal2r2wSbhBMi--c-W-18390f2EV3EKL0NfEYy_XM6L8,1,1
/blog/page/6/,1,4
/blog/7-reasons-to-study-data-analysis-at-codeclan/?fbclid=IwAR1VwMCQIYvzgDvS3YNFS0fVt7ZaZS0VCmlPHh9gZpb-qIl68hs0x43A7CQ,1,1
/blog/three-social-impact-initiatives-we-support-and-why-you-should-too/,2,2
/blog/why-learn-coding/,3,4
/about-us/our-team/,5,10
/blog/tag/lugo-it/,1,4
/courses/professional-software-development/thank-you-syllabus-download/,1,23
/blog/learning-from-failure/,4,1
/for-employers/client-xperience/,6,2
/events/info-taster-session-events/?fbclid=IwAR0O8gLSBhwRcugrXors5GcmvlNhJdeDRV28Ip2R7wCNQNZFajzUtCjelko,1,1
/data-analysis-announcement/?fbclid=IwAR0dSm8N74HzlYHsUhlTCQHQzu1UBjs61DvKkARamBlOU6trb_9TpwEgCMM,1,1
/data-analysis-announcement/?li_fat_id=0ea6aecc-14bf-4028-bfd3-4a2f37f90d7c,1,1
/blog/2016/02/09/,1,1
/blog/tag/deloitte-digital/,1,1
/courses/data-carpentry/?fbclid=IwAR1dZS3nGZWTOdzFQIU4gCvJk3M-E59R4GEzJx0oVTZDbvNFV0Er7-XPPCc,1,1
/about-us/,1,24
/ourbrand/,1,7
/digital-careers/data-scientist/,7,4
/store/navy-marl-beanie/,10,1
