date,goal_completion_count,user_id,step,page,event
2019-10-27,1,1139,3,company.com/courses/professional-software-development/,10
2020-02-04,1,1036,0,company.com/events/info-taster-session-events/,10
2019-09-02,1,1534,3,company.com/,10
2019-09-02,1,235,2,company.com/,NA
2019-11-14,1,1000,2,company.com/courses/bespoke-courses/,NA
2019-09-10,1,1414,2,company.com/courses/edinburgh/,NA
2019-09-02,1,1276,2,company.com/courses/professional-software-development/,NA
2020-01-14,1,1283,0,company.com/events/info-taster-session-events/,NA
2019-11-06,1,176,0,company.com/events/edinburgh/,NA
2020-01-10,1,758,1,company.com/,NA
2020-02-10,1,852,1,company.com/,NA
2019-12-18,1,1094,2,company.com/,NA
2019-09-07,1,1250,0,company.com/events/info-taster-session-events/,NA
2019-09-17,1,196,2,company.com/courses/full-stack-web-development/,NA
2019-12-03,1,1637,0,company.com/events/info-taster-session-events/,NA
2019-10-29,1,379,2,company.com/digital-careers/,NA
2019-09-19,1,1390,3,company.com/courses/professional-software-development/,NA
2019-10-02,1,698,1,company.com/,NA
2019-09-18,1,277,0,company.com/events/glasgow/,NA
2019-09-13,1,389,1,company.com/Glasgow/,NA
2020-02-24,1,206,3,company.com/the-codeclan-experience/,NA
2019-10-30,1,166,2,company.com/,NA
2019-09-24,1,1304,1,company.com/courses/ux-design-fundamentals/,NA
2019-12-14,1,1394,0,company.com/events/info-taster-session-events/,NA
2020-02-23,1,994,3,company.com/courses/understanding-programming/,NA
2020-02-09,1,954,1,company.com/admissions-track/,NA
2020-01-08,1,1112,0,company.com/events/info-taster-session-events/,NA
2020-01-10,1,1114,0,company.com/events/info-taster-session-events/,NA
2019-09-03,1,1411,2,company.com/courses/professional-software-development/,NA
2019-10-09,1,1434,0,company.com/events/info-taster-session-events/,NA
2019-10-08,1,711,0,company.com/events/partner-events/,NA
2020-01-08,1,754,0,company.com/events/info-taster-session-events/,NA
2019-10-15,1,1341,1,company.com/data-analysis-announcement/,NA
2020-01-14,1,1072,0,company.com/events/info-taster-session-events/,NA
2020-02-28,1,82,1,company.com/courses/professional-software-development/application-and-dates/,NA
2019-09-05,1,682,0,company.com/events/info-taster-session-events/,NA
2019-11-11,1,967,2,company.com/courses/,NA
2019-11-13,1,949,3,company.com/blog/data-science-r-programming/,NA
2019-09-27,1,1134,1,company.com/courses/professional-software-development/,NA
2019-11-12,1,263,0,company.com/events/glasgow/,NA
2020-01-13,1,1446,2,company.com/events/info-taster-session-events/,NA
2019-11-06,1,132,1,company.com/events/,NA
2019-09-19,1,424,0,company.com/events/info-taster-session-events/,NA
2019-09-02,1,1288,2,company.com/courses/,NA
2019-09-03,1,1400,0,company.com/events/info-taster-session-events/,NA
2020-02-03,1,830,1,company.com/,NA
2020-01-02,1,735,0,company.com/events/info-taster-session-events/,NA
2020-01-14,1,1005,1,company.com/courses/full-stack-web-development/,NA
2019-10-11,1,74,0,company.com/events/edinburgh/,NA
2019-09-13,1,357,0,company.com/events/glasgow/,NA
2019-09-15,1,1102,0,company.com/events/info-taster-session-events/,NA
2020-01-22,1,928,1,company.com/,NA
2019-09-17,1,196,1,company.com/events/,NA
2019-11-14,1,377,1,company.com/glasgow/,NA
2019-09-21,1,198,3,company.com/data-analysis-announcement/data-course-application-process/,NA
2019-09-05,1,1378,0,company.com/events/info-taster-session-events/,NA
2019-12-10,1,1109,2,company.com/courses/,NA
2019-10-07,1,86,2,company.com/courses/edinburgh/,NA
2020-01-11,1,590,0,company.com/events/info-taster-session-events/,10
2019-10-08,1,440,0,company.com/events/info-taster-session-events/,10
2019-11-05,1,955,0,company.com/events/info-taster-session-events/,10
2019-10-14,1,1229,1,company.com/courses/professional-software-development/,10
2019-09-18,1,964,0,company.com/events/info-taster-session-events/,NA
2019-09-09,1,1126,1,company.com/courses/professional-software-development/,NA
2019-09-08,1,1553,0,company.com/events/info-taster-session-events/,NA
2019-09-18,1,1426,3,company.com/data-analysis-announcement/,NA
2019-09-03,1,1124,1,company.com/courses/professional-software-development/,NA
2020-01-07,1,747,0,company.com/events/info-taster-session-events/,NA
2019-09-02,1,997,2,company.com/courses/,NA
2019-09-03,1,1411,1,company.com/data-analysis-announcement/,NA
2020-02-09,1,954,3,company.com/blog/data-science-r-programming/,NA
2020-02-28,1,68,2,company.com/events/info-taster-session-events/,NA
2020-02-05,1,1226,1,company.com/courses/professional-software-development/,NA
2020-01-29,1,1281,1,company.com/courses/r-programming/,NA
2019-10-23,1,1427,2,company.com/data-analysis-announcement/apply-for-data-analysis/,NA
2019-12-03,1,890,1,company.com/,10
2019-09-28,1,148,0,company.com/events/edinburgh/,10
2020-01-17,1,76,0,company.com/events/edinburgh/,NA
2019-11-21,1,920,3,company.com/,NA
2019-12-25,1,936,3,company.com/inverness/,NA
2020-02-12,1,952,1,company.com/about-us/,NA
2019-09-09,1,1254,1,company.com/courses/professional-software-development/curriculum/,NA
2019-09-30,1,984,2,company.com/,NA
2019-11-28,1,1407,3,company.com/courses/full-stack-web-development/,NA
2019-11-28,1,1054,0,company.com/events/info-taster-session-events/,NA
2019-10-05,1,1016,1,company.com/courses/professional-software-development/,NA
2019-09-13,1,1476,0,company.com/events/info-taster-session-events/,NA
2019-09-26,1,249,1,company.com/events/,NA
2019-09-29,1,184,3,company.com/courses/browse-all-course-dates/,NA
2019-09-21,1,335,0,company.com/events/glasgow/,NA
2020-01-09,1,1138,0,company.com/events/info-taster-session-events/,NA
2019-09-10,1,140,0,company.com/events/edinburgh/,NA
2019-11-29,1,1151,3,company.com/courses/professional-software-development/apply/,NA
2019-10-10,1,1462,1,company.com/digital-careers/,NA
2019-09-04,1,937,1,company.com/,NA
2019-12-21,1,893,1,company.com/,NA
2019-10-07,1,40,3,company.com/courses/professional-software-development/career-support/,NA
2019-11-28,1,1054,0,company.com/events/info-taster-session-events/,NA
2020-01-28,1,812,0,company.com/events/info-taster-session-events/,NA
2020-01-28,1,1232,1,company.com/courses/professional-software-development/,NA
2020-01-31,1,1415,1,company.com/data-analysis-announcement/,NA
2020-01-06,1,1654,3,company.com/data-analysis-announcement/,NA
2019-09-13,1,1476,1,company.com/digital-careers/,NA
2019-09-29,1,1210,2,company.com/courses/professional-software-development/cost-and-funding/,NA
2019-09-03,1,1395,2,company.com/courses/,NA
2019-09-13,1,285,1,company.com/glasgow/,NA
2019-09-18,1,393,1,company.com/Glasgow/,NA
2020-01-20,1,134,0,company.com/events/edinburgh/,NA
2020-01-11,1,762,1,company.com/,10
2019-12-04,1,1164,3,company.com/data-analysis-announcement/,10
2020-01-25,1,1610,0,company.com/events/info-taster-session-events/,NA
2020-02-12,1,1121,0,company.com/events/info-taster-session-events/,NA
2019-10-15,1,130,0,company.com/events/edinburgh/,NA
2019-10-30,1,166,2,company.com/courses/professional-software-development/apply/,NA
2019-12-16,1,521,0,company.com/events/info-taster-session-events/,NA
2019-09-24,1,1176,0,company.com/events/info-taster-session-events/,NA
2019-09-05,1,940,3,company.com/about-us/our-team/,NA
2020-01-10,1,1114,2,company.com/courses/,NA
2019-12-19,1,893,1,company.com/,NA
2019-10-24,1,200,0,company.com/events/edinburgh/,10
2019-09-25,1,1310,0,company.com/events/info-taster-session-events/,10
2019-12-23,1,1417,0,company.com/events/info-taster-session-events/,10
2019-11-17,1,1154,0,company.com/events/info-taster-session-events/,NA
2020-01-13,1,895,2,company.com/courses/professional-software-development/,NA
2019-09-30,1,347,0,company.com/events/glasgow/,NA
2019-09-30,1,279,3,company.com/,NA
2019-10-21,1,42,1,company.com/events/edinburgh/,NA
2019-09-03,1,1402,0,company.com/events/info-taster-session-events/,NA
2019-12-20,1,1023,0,company.com/events/info-taster-session-events/,NA
2019-12-20,1,1495,1,company.com/events/,NA
2020-02-24,1,206,1,company.com/events/,NA
2019-11-08,1,959,2,company.com/,NA
2020-01-14,1,1596,0,company.com/events/info-taster-session-events/,NA
2020-02-25,1,867,1,company.com/,NA
2019-12-30,1,1245,1,company.com/courses/professional-software-development/,NA
2019-09-15,1,1469,2,company.com/courses/professional-software-development/cost-and-funding/,NA
2019-12-03,1,1524,2,company.com/,NA
2019-09-25,1,341,1,company.com/glasgow/,NA
2019-09-16,1,1568,0,company.com/events/info-taster-session-events/,10
2019-10-14,1,985,3,company.com/courses/data-analysis/,10
2019-10-31,1,225,3,company.com/glasgow/,10
2019-09-20,1,287,1,company.com/glasgow/,10
2019-10-02,1,351,1,company.com/glasgow/,NA
2019-09-05,1,1378,0,company.com/events/info-taster-session-events/,NA
2020-01-21,1,928,0,company.com/events/info-taster-session-events/,NA
2019-09-23,1,1128,1,company.com/courses/professional-software-development/,NA
2019-10-04,1,1460,0,company.com/events/info-taster-session-events/,NA
2019-09-02,1,1534,2,company.com/,NA
2019-09-09,1,194,0,company.com/events/edinburgh/,10
2020-02-25,1,80,1,company.com/,10
2019-11-29,1,1384,0,company.com/events/info-taster-session-events/,10
2020-02-05,1,1589,0,company.com/events/info-taster-session-events/,10
2019-11-27,1,1430,1,company.com/data-analysis-announcement/apply-for-data-analysis/,NA
2020-01-14,1,1283,1,company.com/courses/understanding-programming/,NA
2020-01-05,1,1132,0,company.com/events/info-taster-session-events/,NA
2019-09-29,1,184,3,company.com/courses/full-stack-web-development/,NA
2020-01-13,1,1070,2,company.com/courses/professional-software-development/,10
2019-12-30,1,1380,2,company.com/courses/professional-software-development/,10
2020-02-23,1,864,1,company.com/,10
2019-11-06,1,1541,2,company.com/the-codeclan-experience/a-typical-day/,10
2019-09-03,1,1411,2,company.com/courses/edinburgh/,NA
2020-02-17,1,853,0,company.com/events/info-taster-session-events/,NA
2019-09-25,1,1310,1,company.com/data-analysis-announcement/,NA
2019-09-05,1,940,1,company.com/blog/category/employers/,NA
2019-11-25,1,1240,0,company.com/events/info-taster-session-events/,NA
2020-01-26,1,1030,0,company.com/events/info-taster-session-events/,NA
2020-01-21,1,794,1,company.com/,NA
2019-12-23,1,538,0,company.com/events/info-taster-session-events/,NA
2020-02-21,1,860,1,company.com/,NA
2019-11-21,1,1572,1,company.com/data-analysis-announcement/,NA
2019-09-28,1,1208,2,company.com/courses/professional-software-development/cost-and-funding/,NA
2020-01-10,1,1004,2,company.com/courses/data-analysis/,NA
2019-09-24,1,1176,0,company.com/events/info-taster-session-events/,NA
2019-09-27,1,1135,0,company.com/events/info-taster-session-events/,NA
2020-02-01,1,1500,0,company.com/events/info-taster-session-events/,NA
2019-10-23,1,164,2,company.com/,NA
2020-02-01,1,1500,0,company.com/events/info-taster-session-events/,NA
2020-01-23,1,1118,1,company.com/courses/professional-software-development/,NA
2020-01-10,1,1114,1,company.com/courses/professional-software-development/,NA
2019-09-24,1,50,2,company.com/,NA
2019-10-04,1,1460,1,company.com/digital-careers/,NA
2019-10-03,1,1406,2,company.com/courses/edinburgh/,NA
2019-09-12,1,275,3,company.com/glasgow/,NA
2019-10-01,1,1443,0,company.com/events/info-taster-session-events/,NA
2019-12-03,1,1524,1,company.com/events/,NA
2019-09-27,1,146,2,company.com/,NA
2019-09-03,1,1619,3,company.com/for-employers/client-xperience/,NA
2019-11-14,1,1651,3,company.com/the-codeclan-experience/the-alumni/,NA
2019-09-06,1,327,0,company.com/events/glasgow/,NA
2019-10-20,1,162,0,company.com/events/edinburgh/,NA
2019-09-24,1,401,0,company.com/events/glasgow/,NA
2019-11-29,1,1384,2,company.com/courses/browse-all-course-dates/,NA
2019-09-17,1,221,0,company.com/events/glasgow/,NA
2020-02-01,1,948,1,company.com/blog/7-reasons-to-study-data-analysis-at-codeclan/,NA
2019-11-07,1,210,2,company.com/edinburgh/,NA
2019-12-14,1,1656,2,company.com/about-us/join-us/,NA
2019-09-16,1,1294,1,company.com/courses/understanding-programming/,NA
2019-09-04,1,353,3,company.com/edinburgh/,NA
2019-09-01,1,283,0,company.com/events/glasgow/,NA
2019-12-29,1,1380,3,company.com/courses/professional-software-development/,NA
2019-09-03,1,1400,1,company.com/data-analysis-announcement/,NA
2019-11-07,1,210,2,company.com/courses/full-stack-web-development/,NA
2019-11-27,1,1347,2,company.com/,NA
2020-01-21,1,928,0,company.com/events/info-taster-session-events/,NA
2020-02-06,1,880,3,company.com/courses/professional-software-development/application-and-dates/,10
2019-10-02,1,351,0,company.com/events/glasgow/,10
2019-09-09,1,958,0,company.com/events/info-taster-session-events/,NA
2019-10-01,1,102,0,company.com/events/edinburgh/,NA
2019-10-24,1,200,1,company.com/events/,NA
2020-02-05,1,839,0,company.com/events/info-taster-session-events/,NA
2019-10-05,1,707,1,company.com/,NA
2019-09-02,1,1334,1,company.com/data-analysis-announcement/,NA
2019-09-09,1,194,0,company.com/events/edinburgh/,NA
2020-02-04,1,933,1,company.com/,NA
2019-12-14,1,1656,3,company.com/the-codeclan-experience/the-alumni/,NA
2019-09-20,1,395,1,company.com/Glasgow/,NA
2019-09-04,1,325,1,company.com/glasgow/,NA
2019-10-08,1,1302,1,company.com/courses/ux-design-fundamentals/,NA
2019-09-18,1,104,0,company.com/events/edinburgh/,NA
2019-12-10,1,1634,3,company.com/events/info-taster-session-events/,NA
2019-11-20,1,476,0,company.com/events/info-taster-session-events/,10
2020-01-14,1,1072,2,company.com/,10
2019-11-06,1,1541,1,company.com/events/,10
2020-01-23,1,1172,0,company.com/events/info-taster-session-events/,NA
2019-09-26,1,1382,1,company.com/data-analysis-announcement/,NA
2019-12-10,1,1603,1,company.com/events/partner-events/,NA
2019-11-11,1,1587,0,company.com/events/info-taster-session-events/,NA
2019-09-17,1,1204,1,company.com/courses/professional-software-development/,NA
2020-01-12,1,1115,2,company.com/courses/,NA
2019-09-17,1,1204,0,company.com/events/info-taster-session-events/,NA
2019-09-03,1,1124,1,company.com/courses/professional-software-development/,NA
2019-11-04,1,1463,3,company.com/data-analysis-announcement/apply-for-data-analysis/data_analysis_application_1,NA
2019-10-29,1,379,1,company.com/glasgow/,10
2019-11-18,1,970,0,company.com/events/info-taster-session-events/,10
2020-01-30,1,629,0,company.com/events/info-taster-session-events/,10
2019-11-18,1,1238,2,company.com/the-codeclan-experience/the-alumni/,NA
2019-11-09,1,1515,0,company.com/events/info-taster-session-events/,NA
2019-11-05,1,172,2,company.com/,NA
2019-11-12,1,263,1,company.com/events/,NA
2019-10-04,1,152,0,company.com/events/edinburgh/,NA
2020-01-30,1,1362,1,company.com/data-analysis-announcement/,NA
2019-09-03,1,1273,3,company.com/,NA
2019-09-18,1,1602,0,company.com/events/info-taster-session-events/,NA
2019-10-08,1,442,0,company.com/events/info-taster-session-events/,NA
2019-12-09,1,1100,0,company.com/events/info-taster-session-events/,NA
2020-02-12,1,1366,0,company.com/events/info-taster-session-events/,NA
2019-12-17,1,729,1,company.com/,NA
2020-01-10,1,757,0,company.com/events/info-taster-session-events/,NA
2020-01-13,1,1070,1,company.com/courses/professional-software-development/,NA
2019-12-18,1,1270,1,company.com/courses/professional-software-development/application-and-dates/,NA
2019-09-25,1,1310,0,company.com/events/info-taster-session-events/,NA
2019-11-07,1,375,2,company.com/events/glasgow/,NA
2019-12-22,1,732,0,company.com/events/info-taster-session-events/,NA
2020-02-06,1,62,2,company.com/blog/our-guide-to-funding-our-full-time-courses/,NA
2020-01-08,1,1112,0,company.com/events/info-taster-session-events/,NA
2019-09-10,1,1414,0,company.com/events/info-taster-session-events/,NA
2019-09-02,1,1334,2,company.com/,NA
2020-01-31,1,1189,2,company.com/courses/professional-software-development/,NA
2020-01-08,1,575,0,company.com/events/info-taster-session-events/,NA
2020-02-06,1,660,0,company.com/events/info-taster-session-events/,10
2019-09-02,1,323,1,company.com/glasgow/,10
2019-09-03,1,1411,1,company.com/data-analysis-announcement/,10
2020-02-12,1,1366,1,company.com/data-analysis-announcement/,10
2019-11-06,1,1541,2,company.com/events/edinburgh/,10
2019-09-17,1,691,0,company.com/events/info-taster-session-events/,10
2019-12-04,1,1164,0,company.com/events/info-taster-session-events/,10
2019-10-04,1,154,0,company.com/events/edinburgh/,NA
2019-09-14,1,357,2,company.com/,NA
2019-11-06,1,269,3,company.com/events/,NA
2020-01-20,1,790,0,company.com/events/info-taster-session-events/,NA
2020-01-07,1,747,0,company.com/events/info-taster-session-events/,NA
2019-10-08,1,440,0,company.com/events/info-taster-session-events/,NA
