date,hour,minute,goal_completion_count,user_id,step,page
2019-11-06,17,59,1,269,0,company.com/events/glasgow/
2019-11-06,17,38,1,269,0,company.com/events/
2019-09-01,14,09,1,271,2,company.com/events/glasgow/
2019-09-01,14,04,1,271,3,company.com/events/
2019-09-01,14,31,1,271,1,company.com/glasgow/
2019-09-01,14,09,1,271,0,company.com/
2019-10-02,12,08,1,273,1,company.com/events/glasgow/
2019-10-02,12,04,1,273,3,company.com/events/
2019-10-02,12,58,1,273,1,company.com/inverness/
2019-10-02,12,33,1,273,2,company.com/edinburgh/
2019-09-12,11,46,1,275,0,company.com/events/glasgow/
2019-09-12,11,25,1,275,2,company.com/events/edinburgh/
2019-09-12,11,41,1,275,3,company.com/events/glasgow/
2019-09-12,11,22,1,275,0,company.com/glasgow/
2019-09-18,21,38,1,277,0,company.com/events/glasgow/
2019-09-18,21,45,1,277,2,company.com/events/glasgow/
2019-09-18,21,04,1,277,3,company.com/glasgow/
2019-09-18,21,14,1,277,1,company.com/
2019-09-30,17,38,1,279,0,company.com/events/glasgow/
2019-09-30,17,14,1,279,0,company.com/events/glasgow/
2019-09-30,17,38,1,279,1,company.com/glasgow/
2019-09-30,17,43,1,279,1,company.com/courses/professional-software-development/
2019-10-31,15,55,1,281,3,company.com/events/glasgow/
2019-10-31,15,23,1,281,0,company.com/events/inverness-events/
2019-10-31,15,13,1,281,1,company.com/events/info-taster-session-events/
2019-10-31,15,37,1,281,0,company.com/
2019-09-01,12,23,1,283,0,company.com/events/glasgow/
2019-09-01,12,26,1,283,2,company.com/glasgow/
2019-09-14,14,30,1,285,0,company.com/events/glasgow/
2019-09-14,14,59,1,285,0,company.com/glasgow/
2019-09-20,05,40,1,287,1,company.com/events/glasgow/
2019-09-20,05,03,1,287,3,company.com/glasgow/
2019-09-21,15,58,1,289,1,company.com/events/glasgow/
2019-09-21,15,05,1,289,2,company.com/glasgow/
2019-09-22,22,37,1,291,0,company.com/events/glasgow/
2019-09-22,22,08,1,291,0,company.com/glasgow/
2019-09-24,19,41,1,293,2,company.com/events/glasgow/
2019-09-24,19,05,1,293,0,company.com/glasgow/
2019-09-29,08,29,1,295,1,company.com/events/glasgow/
2019-09-29,08,42,1,295,1,company.com/glasgow/
2019-09-29,19,25,1,297,0,company.com/events/glasgow/
2019-09-29,19,23,1,297,1,company.com/glasgow/
2019-09-29,23,04,1,299,1,company.com/events/glasgow/
2019-09-29,23,13,1,299,0,company.com/glasgow/
2019-09-30,07,32,1,301,1,company.com/events/glasgow/
2019-09-30,07,17,1,301,3,company.com/glasgow/
2019-10-24,12,38,1,303,1,company.com/events/glasgow/
2019-10-24,12,27,1,303,3,company.com/glasgow/
2019-10-28,12,15,1,305,3,company.com/events/glasgow/
2019-10-28,12,52,1,305,0,company.com/glasgow/
2019-11-05,11,30,1,307,1,company.com/events/glasgow/
2019-11-05,11,24,1,307,1,company.com/glasgow/
2019-11-05,21,02,1,309,1,company.com/events/glasgow/
2019-11-05,21,10,1,309,0,company.com/glasgow/
2019-11-06,18,52,1,311,0,company.com/events/glasgow/
2019-11-06,18,57,1,311,0,company.com/glasgow/
2019-11-25,10,23,1,313,0,company.com/events/glasgow/
2019-11-25,10,40,1,313,0,company.com/glasgow/
2019-11-28,13,29,1,315,1,company.com/events/glasgow/
2019-11-28,13,30,1,315,1,company.com/glasgow/
2019-11-29,09,50,1,317,1,company.com/events/glasgow/
2019-11-29,09,08,1,317,3,company.com/glasgow/
2019-12-08,22,31,1,319,0,company.com/events/glasgow/
2019-12-08,22,41,1,319,1,company.com/glasgow/
2019-09-02,15,51,1,321,1,company.com/events/glasgow/
2019-09-02,15,33,1,321,2,company.com/glasgow/
2019-09-02,15,59,1,321,0,company.com/
2019-09-02,21,54,1,323,1,company.com/events/glasgow/
2019-09-02,21,03,1,323,2,company.com/glasgow/
2019-09-02,21,14,1,323,0,company.com/
2019-09-04,13,44,1,325,1,company.com/events/glasgow/
2019-09-04,13,39,1,325,0,company.com/glasgow/
2019-09-04,13,45,1,325,0,company.com/
2019-09-06,10,07,1,327,1,company.com/events/glasgow/
2019-09-06,10,42,1,327,1,company.com/glasgow/
2019-09-06,10,32,1,327,0,company.com/
2019-09-13,11,10,1,329,1,company.com/events/glasgow/
2019-09-13,11,40,1,329,1,company.com/glasgow/
2019-09-13,11,35,1,329,3,company.com/
2019-09-13,18,13,1,331,0,company.com/events/glasgow/
2019-09-13,18,07,1,331,2,company.com/glasgow/
2019-09-13,18,58,1,331,3,company.com/
2019-09-19,21,46,1,333,1,company.com/events/glasgow/
2019-09-19,21,18,1,333,1,company.com/glasgow/
2019-09-19,21,26,1,333,1,company.com/
2019-09-21,07,53,1,335,1,company.com/events/glasgow/
2019-09-21,07,27,1,335,0,company.com/glasgow/
2019-09-21,07,21,1,335,2,company.com/
2019-09-24,10,53,1,337,0,company.com/events/glasgow/
2019-09-24,10,01,1,337,1,company.com/glasgow/
2019-09-24,10,33,1,337,1,company.com/
2019-09-24,17,30,1,339,1,company.com/events/glasgow/
2019-09-24,17,38,1,339,0,company.com/glasgow/
2019-09-24,17,30,1,339,1,company.com/
2019-09-25,12,06,1,341,3,company.com/events/glasgow/
2019-09-25,12,13,1,341,3,company.com/glasgow/
2019-09-25,12,30,1,341,1,company.com/
2019-09-25,13,33,1,343,1,company.com/events/glasgow/
2019-09-25,13,04,1,343,2,company.com/glasgow/
2019-09-25,13,16,1,343,2,company.com/
2019-09-30,05,15,1,345,1,company.com/events/glasgow/
2019-09-30,05,52,1,345,1,company.com/glasgow/
2019-09-30,05,08,1,345,2,company.com/
2019-09-30,15,13,1,347,1,company.com/events/glasgow/
2019-09-30,15,33,1,347,2,company.com/glasgow/
2019-09-30,15,02,1,347,3,company.com/
2019-10-01,14,20,1,349,3,company.com/events/glasgow/
2019-10-01,14,36,1,349,3,company.com/glasgow/
2019-10-01,14,35,1,349,2,company.com/
2019-10-02,20,23,1,351,3,company.com/events/glasgow/
2019-10-02,20,53,1,351,2,company.com/glasgow/
2019-10-02,20,45,1,351,2,company.com/
2019-09-04,05,02,1,353,3,company.com/events/glasgow/
2019-09-04,05,06,1,353,0,company.com/glasgow/
2019-09-04,05,15,1,353,3,company.com/
2019-09-04,05,50,1,353,0,company.com/blog/author/codeclan/
2019-11-09,12,15,1,355,2,company.com/events/glasgow/
2019-11-09,12,58,1,355,1,company.com/glasgow/
2019-11-09,12,28,1,355,0,company.com/
2019-11-09,12,16,1,355,1,company.com/courses/
2019-09-13,19,48,1,357,0,company.com/events/glasgow/
2019-09-13,19,41,1,357,3,company.com/glasgow/
2019-09-13,19,39,1,357,0,company.com/
2019-09-13,19,00,1,357,1,company.com/events/glasgow/
2019-11-08,15,38,1,359,3,company.com/events/glasgow/
2019-11-08,15,55,1,359,0,company.com/glasgow/
2019-11-08,15,17,1,359,3,company.com/
2019-11-08,15,40,1,359,0,company.com/events/glasgow/
2019-09-24,14,07,1,361,0,company.com/events/glasgow/
2019-09-24,14,27,1,361,1,company.com/glasgow/
2019-09-24,14,14,1,361,3,company.com/
2019-09-24,14,56,1,361,0,company.com/for-employers/community-outreach/
2019-11-13,21,34,1,363,2,company.com/events/glasgow/
2019-11-13,21,17,1,363,2,company.com/glasgow/
2019-11-13,21,13,1,363,2,company.com/black-friday-lottery/
2019-10-24,11,35,1,365,1,company.com/events/glasgow/
2019-10-24,11,46,1,365,2,company.com/glasgow/
2019-10-24,11,01,1,365,0,company.com/courses/edaid-apply/
2019-10-10,16,39,1,367,3,company.com/events/glasgow/
2019-10-10,16,09,1,367,0,company.com/glasgow/
2019-10-10,16,19,1,367,2,company.com/courses/full-stack-web-development/apply-inverness/
2019-10-10,16,38,1,367,0,company.com/courses/full-stack-web-development/
2019-09-16,11,20,1,369,1,company.com/events/glasgow/
2019-09-16,11,14,1,369,2,company.com/glasgow/
2019-09-16,11,27,1,369,0,company.com/courses/professional-software-development/
2019-09-16,11,31,1,369,0,company.com/courses/
2019-11-01,08,01,1,371,0,company.com/events/glasgow/
2019-11-01,08,25,1,371,2,company.com/glasgow/
2019-11-01,08,13,1,371,0,company.com/courses/professional-software-development/thank-you-syllabus-download/
2019-11-01,08,12,1,371,2,company.com/courses/professional-software-development/
2019-11-12,22,58,1,373,1,company.com/events/glasgow/
2019-11-12,22,24,1,373,1,company.com/glasgow/
2019-11-12,22,10,1,373,1,company.com/digital-careers/
2019-11-12,22,39,1,373,1,company.com/
